lat,lon,adr,name,start_t,end_t,mood_date,mood
40.8501355,14.2231782,"Via Simone Martini, 47 80128 Napoli NA Italia",Bar Satira 3 di Visconti Raffaele,2020-06-26T21:57:48.278Z,2020-06-26T22:20:17.480Z,2020-06-26,good
40.8312592,14.244409,"Via Chiatamone, 61/62 80121 Napoli NA Italia","University of Naples ""L'Orientale""",2020-03-02T08:24:15.579Z,2020-03-02T13:05:29.625Z,2020-03-02,meh
40.8416118,14.2489927,"Via Ponte di Tappia, 92 80133 Napoli NA Italia",Mandara,2020-03-03T12:41:19.571Z,2020-03-03T12:52:16.716Z,2020-03-03,meh
40.8471256,14.2455528,Piazza Montesanto 80135 Napoli NA Italia,Montesanto,2020-03-04T14:22:49.685Z,2020-03-04T14:33:00.931Z,2020-03-04,good
40.8199397,14.1877713,80124 Napoli NA Italia,Cavalleggeri Aosta,2020-03-04T15:11:57.654Z,2020-03-04T15:20:02.580Z,2020-03-04,good
40.8423793,14.2494379,"Via Armando Diaz, 20 80134 Napoli NA Italia",Caffè Bistrot Toledo,2020-03-04T15:54:13.414Z,2020-03-04T16:40:18.622Z,2020-03-04,good
40.8416118,14.2489927,"Via Ponte di Tappia, 92 80133 Napoli NA Italia",Mandara,2020-03-05T12:01:21.154Z,2020-03-05T12:25:19.756Z,2020-03-05,good
40.8414236,14.2510298,"Via Miguel Cervantes de Saavedra, 66 80133 Napoli NA Italia",'O Macarò,2020-03-05T12:27:21.108Z,2020-03-05T12:33:26.276Z,2020-03-05,good
40.8529222,14.2723487,P.za Giuseppe Garibaldi 80142 Napoli NA Italia,Naples Centrale hotel,2020-03-07T09:21:55.128Z,2020-03-07T09:33:38.409Z,2020-03-07,good
40.8459715,14.2630404,"Via Nuova Marina, 72 80133 Napoli NA Italia",Ristorante Pizzeria Festa Antonio & C. Sas,2020-03-07T19:16:27.886Z,2020-03-07T21:16:08.436Z,2020-03-07,good
40.8460463,14.2556753,"Via S. Giovanni Maggiore Pignatelli, 27 80134 Napoli NA Italia",Kestè,2020-03-07T21:24:36.308Z,2020-03-07T22:08:08.294Z,2020-03-07,good
40.8469218,14.2503528,"Vico Quercia, 10 80134 Napoli NA Italia",OAK Napoli Wine And Craft Beer,2020-03-07T22:10:10.060Z,2020-03-07T22:19:18.895Z,2020-03-07,good
40.8478322,14.2554814,"Via Mezzocannone, 121 80134 Napoli NA Italia",Tom and Jerry,2020-03-07T22:23:20.873Z,2020-03-07T23:14:30.319Z,2020-03-07,good
40.8432215,14.2489647,"Via Armando Diaz, 180/B, I-80134 Napoli, Italia","Via Armando Diaz, 180/B",2020-03-09T13:01:55Z,2020-03-09T16:34:24.140Z,2020-03-09,good
40.825811,14.2044596,"Via Giulio Cesare, 4/6/8 80125 Napoli NA Italia",R.a.m.i.r.a. srl,2020-03-09T17:03:01.363Z,2020-03-09T17:12:10.583Z,2020-03-09,good
40.8417759,14.2261202,"Via Aniello Falcone, 56 80127 Napoli NA Italia",Phoenix Pole Dance Napoli,2020-03-09T17:42:15.371Z,2020-03-09T17:55:39.661Z,2020-03-09,good
40.8423964,14.2494761,"Via Armando Diaz, 20 80134 Napoli NA Italia",Caffè Bistrot Toledo,2020-11-04T15:57:45.048Z,2020-11-04T17:01:29.385Z,2020-11-04,good
40.8358256,14.2485831,Piazza del Plebiscito 80132 Napoli NA Italia,Piazza del Plebiscito,2020-11-04T17:07:33.194Z,2020-11-04T17:13:36.734Z,2020-11-04,good
40.8367856,14.235656,"Via Vittoria Colonna, 46 80121 Napoli NA Italia",Leopoldo Cafebar,2020-11-06T10:49:45.885Z,2020-11-06T11:24:15.049Z,2020-11-06,good
40.8312592,14.244409,"Via Chiatamone, 61/62 80121 Napoli NA Italia","University of Naples ""L'Orientale""",2020-11-06T11:42:25.432Z,2020-11-06T11:53:24.166Z,2020-11-06,good
40.8358256,14.2485831,Piazza del Plebiscito 80132 Napoli NA Italia,Piazza del Plebiscito,2020-11-06T12:17:41.583Z,2020-11-06T12:23:52.034Z,2020-11-06,good
40.842341,14.2515648,"Via Guantai Nuovi, 7 80133 Napoli NA Italia",Enjoy Bar,2020-11-07T07:02:07.024Z,2020-11-07T07:28:31.944Z,2020-11-07,good
40.8432984,14.2490702,"Via Armando Diaz, 180/B, I-80134 Napoli, Italia","Via Armando Diaz, 180/B",2020-11-07T15:26:28.037Z,2020-11-07T17:03:51.579Z,2020-11-07,good
40.848998,14.2318033,"Via Mario Fiore, 6 80129 Napoli NA Italia",A.O.R.N. Santobono-Pausilipon - Ospedale Santobono,2020-11-07T17:32:01.510Z,2020-11-07T17:42:38.937Z,2020-11-07,good
40.8476211,14.2281915,"P.za degli Artisti, 1 80129 Napoli NA Italia",Gelateria Mennella,2020-11-07T17:54:47.463Z,2020-11-07T18:10:58.981Z,2020-11-07,good
40.8437064,14.2280044,"Via Luca Giordano Via Alessandro Scarlatti, 45 80129 Napoli NA Italia",Leopoldo Cafebar,2020-11-07T18:15:01.886Z,2020-11-07T18:38:24.997Z,2020-11-07,good
40.8432984,14.2490702,"Via Armando Diaz, 180/B, I-80134 Napoli, Italia","Via Armando Diaz, 180/B",2020-11-14T08:28:14Z,2020-11-14T08:56:39.200Z,2020-11-14,good
40.848669,14.2558635,"Piazzetta Nilo, 9 80134 Napoli NA Italia",Puok Burger Store (VOL.2 Spaccanapoli),2020-11-14T12:04:20.748Z,2020-11-14T13:05:37.840Z,2020-11-14,good
40.8447222,14.2511111,"Via Monteoliveto, 73 80134 Napoli NA Italia",La Fonte della Gomma s.a.s.,2020-11-14T17:18:04.310Z,2020-11-14T17:26:11.248Z,2020-11-14,good
40.8358256,14.2485831,Piazza del Plebiscito 80132 Napoli NA Italia,Piazza del Plebiscito,2020-11-25T10:28:36.110Z,2020-11-25T10:36:50.340Z,2020-11-25,good
40.842341,14.2515648,"Via Guantai Nuovi, 7 80133 Napoli NA Italia",Enjoy Bar,2020-11-25T10:45:01.196Z,2020-11-25T11:29:42.476Z,2020-11-25,good
40.8502,14.22525,"Via Simone Martini, 24 80128 Napoli NA Italia","Via Simone Martini, 24",2020-11-26T10:44:09.205Z,2020-11-26T10:59:16.329Z,2020-11-26,good
40.848998,14.2318033,"Via Mario Fiore, 6 80129 Napoli NA Italia",A.O.R.N. Santobono-Pausilipon - Ospedale Santobono,2020-11-26T11:15:28.517Z,2020-11-26T12:44:44.377Z,2020-11-26,good
40.8312592,14.244409,"Via Chiatamone, 61/62 80121 Napoli NA Italia","University of Naples ""L'Orientale""",2020-10-01T08:15:29.009Z,2020-10-01T08:20:16.055Z,2020-10-01,bad
40.8501355,14.2231782,"Via Simone Martini, 47 80128 Napoli NA Italia",Bar Satira 3 di Visconti Raffaele,2020-10-02T13:35:15.920Z,2020-10-02T15:59:34.603Z,2020-10-02,meh
40.8432215,14.2489647,"Via Armando Diaz, 180/B, I-80134 Napoli, Italia","Via Armando Diaz, 180/B",2020-10-02T16:22:13.898Z,2020-10-02T16:37:33.121Z,2020-10-02,meh
40.8359528,14.2443528,"Via Chiaia, 172 80132 Napoli NA Italia",#LOVEFOR nu’ Cafè,2020-10-02T16:51:43.582Z,2020-10-02T18:01:06.431Z,2020-10-02,meh
40.8502,14.22525,"Via Simone Martini, 24 80128 Napoli NA Italia","Via Simone Martini, 24",2020-10-03T19:54:33.923Z,2020-10-03T20:15:28.012Z,2020-10-03,good
40.850303,14.226037,"Via Simone Martini, 2/4 80128 Napoli NA Italia",Opera Restaurant,2020-10-03T20:15:28.012Z,2020-10-03T20:29:37.394Z,2020-10-03,good
40.8463439,14.2303519,"Via Enrico Alvino, 134 B 80129 Napoli NA Italia",The Penny Black,2020-10-03T20:41:49.952Z,2020-10-03T21:45:01.296Z,2020-10-03,good
40.8514185,14.2258198,"Via S. Giacomo dei Capri, 23 80128 Napoli NA Italia",Garage Italia,2020-10-03T22:25:19.538Z,2020-10-03T22:33:25.745Z,2020-10-03,good
40.848669,14.2558635,"Piazzetta Nilo, 9 80134 Napoli NA Italia",Puok Burger Store (VOL.2 Spaccanapoli),2020-10-04T17:34:38.440Z,2020-10-04T18:09:18.803Z,2020-10-04,rad
40.8480426,14.2542914,"Via Benedetto Croce, 42 80134 Napoli NA Italia",Passione di Sofì,2020-10-04T18:13:25.591Z,2020-10-04T18:31:37.101Z,2020-10-04,rad
40.84985,14.25402,"Vico San Domenico Maggiore, 23 80134 Napoli NA Italia",Pepi Vintage Room,2020-10-04T18:35:42.815Z,2020-10-04T19:30:00.245Z,2020-10-04,rad
40.8502,14.22525,"Via Simone Martini, 24 80128 Napoli NA Italia","Via Simone Martini, 24",2020-10-06T16:33:00.666Z,2020-10-06T16:45:11.781Z,2020-10-06,good
40.848998,14.2318033,"Via Mario Fiore, 6 80129 Napoli NA Italia",A.O.R.N. Santobono-Pausilipon - Ospedale Santobono,2020-10-06T16:53:17.211Z,2020-10-06T17:15:35.574Z,2020-10-06,good
40.844111,14.227927,"Via Luca Giordano, 59 80127 Napoli NA Italia",SEPHORA NAPOLI VOMERO,2020-10-06T17:27:47.695Z,2020-10-06T17:52:15.509Z,2020-10-06,good
40.8438431,14.2317887,80129 Napoli NA Italia,Vanvitelli,2020-10-06T17:59:17.812Z,2020-10-06T18:07:23.510Z,2020-10-06,good
40.8502,14.22525,"Via Simone Martini, 24 80128 Napoli NA Italia","Via Simone Martini, 24",2020-10-06T18:33:13.236Z,2020-10-06T18:41:17.464Z,2020-10-06,good
40.8725488,14.2532901,"Via Miano, 4 80145 Napoli NA Italia",Real Bosco di Capodimonte,2020-10-08T14:19:56.050Z,2020-10-08T16:36:33.785Z,2020-10-08,meh
40.8358256,14.2485831,Piazza del Plebiscito 80132 Napoli NA Italia,Piazza del Plebiscito,2020-10-09T15:37:13.483Z,2020-10-09T16:41:15.939Z,2020-10-09,good
40.8283157,14.2476044,"Via Eldorado, 3 80132 Napoli NA Italia",Ovo Castle,2020-10-09T16:58:32.813Z,2020-10-09T17:03:57.623Z,2020-10-09,good
40.8529222,14.2723487,P.za Giuseppe Garibaldi 80142 Napoli NA Italia,Central Station Naples,2020-10-10T14:30:51.249Z,2020-10-10T14:36:56.409Z,2020-10-10,good
40.8549853,14.267082,"Via Casanova, 107 80139 Napoli NA Italia",Pasticceria Sorella,2020-10-10T14:38:27Z,2020-10-10T15:11:00.419Z,2020-10-10,good
40.8592662,14.2703816,"Via Arenaccia, 80 80141 Napoli NA Italia",Zenzero,2020-10-10T15:17:28Z,2020-10-10T16:18:12.966Z,2020-10-10,good
40.8384924,14.2495143,"Via San Carlo, 15 80132 Napoli NA Italia",Galleria Umberto I,2020-10-12T16:49:55.767Z,2020-10-12T17:04:07.064Z,2020-10-12,meh
40.845,14.2508333,"Via Monteoliveto, 82 80134 Napoli NA Italia",EXPERT Monteoliveto,2020-10-12T17:16:20.266Z,2020-10-12T17:24:26.064Z,2020-10-12,meh
40.8359528,14.2443528,"Via Chiaia, 172 80132 Napoli NA Italia",#LOVEFOR nu’ Cafè,2020-10-15T17:02:57.785Z,2020-10-15T18:06:42.776Z,2020-10-15,good
40.8929317,14.2398455,80145 Napoli NA Italia,Piscinola,2020-10-18T10:53:33.509Z,2020-10-18T11:14:52.794Z,2020-10-18,good
40.92569,14.19756,"Via Aniello Palumbo, 179 80014 Giugliano in Campania NA Italia","Via Aniello Palumbo, 179",2020-10-18T11:45:26.893Z,2020-10-18T12:53:02.566Z,2020-10-18,good
40.92569,14.19756,"Via Aniello Palumbo, 179 80014 Giugliano in Campania NA Italia","Via Aniello Palumbo, 179",2020-10-18T13:05:30.444Z,2020-10-18T13:38:08.001Z,2020-10-18,good
40.8531931,14.2332582,"Via Giuseppe Orsi, 2 80128 Napoli NA Italia","Via Giuseppe Orsi, 2",2020-10-18T14:14:12.571Z,2020-10-18T14:31:47.133Z,2020-10-18,good
40.848998,14.2318033,"Via Mario Fiore, 6 80129 Napoli NA Italia",A.O.R.N. Santobono-Pausilipon - Ospedale Santobono,2020-10-18T14:33:48.141Z,2020-10-18T14:42:02.204Z,2020-10-18,good
40.848998,14.2318033,"Via Mario Fiore, 6 80129 Napoli NA Italia",A.O.R.N. Santobono-Pausilipon - Ospedale Santobono,2020-10-18T15:12:10.271Z,2020-10-18T15:50:50.039Z,2020-10-18,good
40.8504043,14.2324572,80129 Napoli NA Italia,Escobar Cafè,2020-10-18T15:55:34.266Z,2020-10-18T17:32:05.798Z,2020-10-18,good
40.8431845,14.2295113,"Via Giovanni Merliani, 38 80127 Napoli NA Italia",McDonald's,2020-10-24T17:51:45.548Z,2020-10-24T19:00:44.404Z,2020-10-24,good
40.8503507,14.2300234,"Piazza delle Medaglie D'Oro, 2/5 80128 Napoli NA Italia",Bar Maria,2020-10-24T19:16:58.638Z,2020-10-24T20:23:17.320Z,2020-10-24,good
40.844111,14.227927,"Via Luca Giordano, 59 80127 Napoli NA Italia",SEPHORA NAPOLI VOMERO,2020-10-25T16:43:42.193Z,2020-10-25T16:53:48.233Z,2020-10-25,rad
40.844082,14.24082,"Largo S. Martino, 1 80129 Napoli NA Italia",Belvedere San Martino,2020-10-25T17:22:58.495Z,2020-10-25T17:33:04.205Z,2020-10-25,rad
40.8436111,14.2341667,"Via Raffaele Morghen, 28/30 80127 Napoli NA Italia",Carrefour Market - Supermarket,2020-10-25T17:43:12.080Z,2020-10-25T17:50:08.758Z,2020-10-25,rad
40.8435728,14.2290816,"Via Alessandro Scarlatti, 163-165 80127 Napoli NA Italia",Liu Jo,2020-10-25T18:00:49.004Z,2020-10-25T18:20:27.096Z,2020-10-25,rad
40.8505985,14.2307905,"Piazza delle Medaglie D'Oro, 12 80128 Napoli NA Italia",Piazza Medaglie D'oro,2020-10-25T18:34:36.896Z,2020-10-25T18:52:13.704Z,2020-10-25,rad
40.832875,14.2434675,"Via Domenico Morelli, 40 80121 Napoli NA Italia",Parking Quick Morelli,2020-10-27T17:05:33.655Z,2020-10-27T17:17:43.050Z,2020-10-27,good
40.8411255,14.2516975,"Via Incoronata, 14/16 80133 Napoli NA Italia",Sole 365,2020-10-27T18:22:33.131Z,2020-10-27T19:37:47.263Z,2020-10-27,good
40.8358256,14.2485831,Piazza del Plebiscito 80132 Napoli NA Italia,Piazza del Plebiscito,2020-09-02T16:35:58.802Z,2020-09-02T16:45:55.304Z,2020-09-02,good
40.8359528,14.2443528,"Via Chiaia, 172 80132 Napoli NA Italia",#LOVEFOR nu’ Cafè,2020-09-02T16:59:31.083Z,2020-09-02T18:33:00.708Z,2020-09-02,good
40.8502,14.22525,"Via Simone Martini, 24 80128 Napoli NA Italia","Via Simone Martini, 24",2020-09-04T16:55:50.475Z,2020-09-04T20:49:46.547Z,2020-09-04,rad
40.8514185,14.2258198,"Via S. Giacomo dei Capri, 23 80128 Napoli NA Italia",Garage Italia,2020-09-04T20:55:55.373Z,2020-09-04T21:24:18.711Z,2020-09-04,rad
40.8432215,14.2489647,"Via Armando Diaz, 180/B, I-80134 Napoli, Italia","Via Armando Diaz, 180/B",2020-09-05T19:00:52Z,2020-09-05T19:51:29.067Z,2020-09-05,good
40.846822,14.2508233,"Piazza Sette Settembre 20/21 Via Domenico Capitelli, 27 80134 Napoli NA Italia",Tacos,2020-09-05T19:56:33.065Z,2020-09-05T21:33:14.580Z,2020-09-05,good
40.8432215,14.2489647,"Via Armando Diaz, 180/B, I-80134 Napoli, Italia","Via Armando Diaz, 180/B",2020-09-05T21:43:53.670Z,2020-09-05T23:49:02.759Z,2020-09-05,good
40.8359528,14.2443528,"Via Chiaia, 172 80132 Napoli NA Italia",#LOVEFOR nu’ Cafè,2020-09-09T13:59:27.453Z,2020-09-09T15:24:18.511Z,2020-09-09,good
40.8359528,14.2443528,"Via Chiaia, 172 80132 Napoli NA Italia",#LOVEFOR nu’ Cafè,2020-09-11T15:00:16.355Z,2020-09-11T15:44:55.122Z,2020-09-11,good
40.8432215,14.2489647,"Via Armando Diaz, 180/B, I-80134 Napoli, Italia","Via Armando Diaz, 180/B",2020-09-11T16:01:19.991Z,2020-09-11T16:13:35.191Z,2020-09-11,good
40.848454,14.254975,P.za S. Domenico Maggiore 80134 Napoli NA Italia,Piazza San Domenico Maggiore,2020-09-15T17:04:16.390Z,2020-09-15T18:17:37.845Z,2020-09-15,meh
40.8453721,14.2506131,"Piazza Monteoliveto, 8 80134 Napoli NA Italia",La Piccola Enoteca Siena,2020-09-15T18:23:42.088Z,2020-09-15T18:29:45.994Z,2020-09-15,meh
40.8432215,14.2489647,"Via Armando Diaz, 180/B, I-80134 Napoli, Italia","Via Armando Diaz, 180/B",2020-09-18T15:14:08.843Z,2020-09-18T15:30:23.201Z,2020-09-18,meh
40.8360507,14.2452553,"Via Chiaia, 253 80132 Napoli NA Italia",Casa Infante,2020-09-18T17:42:14.392Z,2020-09-18T19:32:02.156Z,2020-09-18,meh
40.8360507,14.2452553,"Via Chiaia, 253 80132 Napoli NA Italia",Casa Infante,2020-09-22T16:44:22.736Z,2020-09-22T18:31:18.755Z,2020-09-22,good
40.8358256,14.2485831,Piazza del Plebiscito 80132 Napoli NA Italia,Piazza del Plebiscito,2020-09-22T18:35:31.924Z,2020-09-22T19:09:15.576Z,2020-09-22,good
40.8432215,14.2489647,"Via Armando Diaz, 180/B, I-80134 Napoli, Italia","Via Armando Diaz, 180/B",2020-09-23T11:07:33Z,2020-09-23T11:14:42.724Z,2020-09-23,meh
40.8416118,14.2489927,"Via Ponte di Tappia, 92 80133 Napoli NA Italia",Mandara,2020-09-23T11:16:44.155Z,2020-09-23T11:41:01.443Z,2020-09-23,meh
40.8432215,14.2489647,"Via Armando Diaz, 180/B, I-80134 Napoli, Italia","Via Armando Diaz, 180/B",2020-09-23T11:49:06.818Z,2020-09-23T14:48:54.517Z,2020-09-23,meh
40.8453322,14.2604631,"Università degli Studi di Napoli Via Nuova Marina, 59 80133 Napoli NA Italia",Università Degli Studi di Napoli L'Orientale - Palazzo del Mediterraneo,2020-09-24T08:01:50.104Z,2020-09-24T08:20:08.364Z,2020-09-24,meh
40.8442154,14.2586263,"Via Nuova Marina, 5 80133 Napoli NA Italia",Grangusto,2020-09-24T08:22:09.476Z,2020-09-24T09:59:27.128Z,2020-09-24,meh
40.8488889,14.2563889,"Via San Biagio Dei Librai, 3 80138 Napoli NA Italia",Taralleria Napoletana,2020-09-24T10:08:05.348Z,2020-09-24T10:23:52.166Z,2020-09-24,meh
40.846822,14.2508233,"Piazza Sette Settembre 20/21 Via Domenico Capitelli, 27 80134 Napoli NA Italia",Tacos,2020-09-24T10:32:19.169Z,2020-09-24T11:43:15Z,2020-09-24,meh
40.8424872,14.2487308,"Via Toledo, 331 80134 Napoli NA Italia",Kasanova,2020-09-24T11:52:34.498Z,2020-09-24T12:01:12.892Z,2020-09-24,meh
40.848107,14.255365,"Vico Pallonetto Santa Chiara, 14/c 80134 Napoli NA Italy",Casa Hosteno,2020-09-24T12:15:43.643Z,2020-09-24T12:35:29.268Z,2020-09-24,meh
40.8460463,14.2556753,"Via S. Giovanni Maggiore Pignatelli, 27 80134 Napoli NA Italia",Kestè,2020-09-24T12:37:30.762Z,2020-09-24T13:16:47.509Z,2020-09-24,meh
40.8441816,14.2560099,"Piazza Giovanni Bovio, 35 80133 Napoli NA Italia",Perfectoo,2020-09-24T15:59:33.774Z,2020-09-24T17:04:30.104Z,2020-09-24,meh
40.8502,14.22525,"Via Simone Martini, 24 80128 Napoli NA Italia","Via Simone Martini, 24",2020-09-25T11:58:25.887Z,2020-09-25T15:11:40.094Z,2020-09-25,good
40.8432215,14.2489647,"Via Armando Diaz, 180/B, I-80134 Napoli, Italia","Via Armando Diaz, 180/B",2020-09-30T16:30:34.993Z,2020-09-30T16:48:50.056Z,2020-09-30,good
40.8501355,14.2231782,"Via Simone Martini, 47 80128 Napoli NA Italia",Bar Satira 3 di Visconti Raffaele,2020-09-30T17:08:22.165Z,2020-09-30T19:54:58.908Z,2020-09-30,good
40.8494951,14.2325856,"Via Guglielmo Sagrera, 11/19 80129 Napoli NA Italia",Viktoria Platz,2021-04-01T17:05:02.239Z,2021-04-01T17:44:07.463Z,2021-04-01,rad
40.8494144,14.2278344,Arenella 80128 Napoli NA Italia,Parco Mascagna,2021-04-01T17:46:08.465Z,2021-04-01T18:57:08.130Z,2021-04-01,rad
40.8494951,14.2325856,"Via Guglielmo Sagrera, 11/19 80129 Napoli NA Italia",Viktoria Platz,2021-04-01T18:59:09.584Z,2021-04-01T19:09:21.599Z,2021-04-01,rad
40.8499641,14.2245573,"Via Simone Martini, 24 80128 Napoli NA Italia","Via Simone Martini, 24",2021-04-03T09:44:00.119Z,2021-04-03T10:04:44.446Z,2021-04-03,rad
40.8494951,14.2325856,"Via Guglielmo Sagrera, 11/19 80129 Napoli NA Italia",Viktoria Platz,2021-04-03T10:14:54.698Z,2021-04-03T10:32:20.923Z,2021-04-03,rad
40.8411058,14.2305521,"Via Domenico Cimarosa, 77 80127 Napoli NA Italia",Parco di Villa Floridiana,2021-04-03T10:52:37.744Z,2021-04-03T11:02:44.483Z,2021-04-03,rad
40.8499251,14.2271686,Via Giambattista Ruoppolo 80128 Napoli NA Italia,Sole 365,2021-04-03T11:23:12.123Z,2021-04-03T11:41:50Z,2021-04-03,rad
40.8499641,14.2245573,"Via Simone Martini, 24 80128 Napoli NA Italia","Via Simone Martini, 24",2021-04-03T11:49:57.169Z,2021-04-03T14:02:53.276Z,2021-04-03,rad
40.8504043,14.2324572,80129 Napoli NA Italia,Escobar Cafè,2021-04-03T14:09:03.477Z,2021-04-03T15:15:51.726Z,2021-04-03,rad
40.92569,14.19756,"Via Aniello Palumbo, 179 80014 Giugliano in Campania NA Italia","Via Aniello Palumbo, 179",2021-04-03T15:40:10.387Z,2021-04-03T18:38:11.106Z,2021-04-03,rad
40.8494951,14.2325856,"Via Guglielmo Sagrera, 11/19 80129 Napoli NA Italia",Viktoria Platz,2021-04-03T19:02:27.023Z,2021-04-03T19:08:34.477Z,2021-04-03,rad
40.8494951,14.2325856,"Via Guglielmo Sagrera, 11/19 80129 Napoli NA Italia",Viktoria Platz,2021-04-05T07:29:50.938Z,2021-04-05T11:17:41Z,2021-04-05,rad
40.92569,14.19756,"Via Aniello Palumbo, 179 80014 Giugliano in Campania NA Italia","Via Aniello Palumbo, 179",2021-04-05T11:41:24.711Z,2021-04-05T12:05:40.273Z,2021-04-05,rad
40.9343042,14.1993104,"Via Giuseppe Verdi, 28 80014 Giugliano in Campania NA Italia","Via Giuseppe Verdi, 28",2021-04-05T12:11:42.224Z,2021-04-05T12:58:16.071Z,2021-04-05,rad
40.9680252,13.987524,"Viale delle Camelie, 41, 81030 Castel Volturno, Provincia di Caserta, Italia","Viale delle Camelie, 41",2021-04-05T13:24:01Z,2021-04-05T19:37:54.395Z,2021-04-05,rad
40.8494951,14.2325856,"Via Guglielmo Sagrera, 11/19 80129 Napoli NA Italia",Viktoria Platz,2021-04-05T20:12:13.639Z,2021-04-05T20:20:18.571Z,2021-04-05,rad
40.8283157,14.2476044,"Via Eldorado, 3 80132 Napoli NA Italia",Ovo Castle,2021-04-10T14:46:07.532Z,2021-04-10T14:52:10.467Z,2021-04-10,good
40.8242578,14.2202525,"Via Francesco Caracciolo, 1 80122 Napoli NA Italia",Chalet Casa Infante & Leopoldo,2021-04-10T15:31:34.340Z,2021-04-10T15:44:02Z,2021-04-10,good
40.8494951,14.2325856,"Via Guglielmo Sagrera, 11/19 80129 Napoli NA Italia",Viktoria Platz,2021-04-11T17:28:39.680Z,2021-04-11T17:45:38Z,2021-04-11,rad
40.8494144,14.2278344,Arenella 80128 Napoli NA Italia,Parco Mascagna,2021-04-11T17:53:07.702Z,2021-04-11T18:49:51.819Z,2021-04-11,rad
40.8534101,14.2329176,"Via Giacinto Gigante, 43 80128 Napoli NA Italia","Via Giacinto Gigante, 43",2021-04-13T16:54:25.500Z,2021-04-13T17:04:47.879Z,2021-04-13,good
40.8494144,14.2278344,Arenella 80128 Napoli NA Italia,Parco Mascagna,2021-04-13T17:12:53.005Z,2021-04-13T17:24:59.466Z,2021-04-13,good
40.8494144,14.2278344,Arenella 80128 Napoli NA Italia,Parco Mascagna,2021-04-13T17:43:11.464Z,2021-04-13T18:15:33.721Z,2021-04-13,good
40.8534101,14.2329176,"Via Giacinto Gigante, 43 80128 Napoli NA Italia","Via Giacinto Gigante, 43",2021-04-13T18:23:40.016Z,2021-04-13T18:33:41Z,2021-04-13,good
40.848998,14.2318033,"Via Mario Fiore, 6 80129 Napoli NA Italia",A.O.R.N. Santobono-Pausilipon - Ospedale Santobono,2021-04-14T14:33:44.008Z,2021-04-14T17:32:05.313Z,2021-04-14,rad
40.853739,14.231061,"Piazzetta Arenella, 7 80128 Napoli NA Italia","Piazzetta Arenella, 7",2021-04-14T17:44:13.926Z,2021-04-14T17:50:17.848Z,2021-04-14,rad
40.848998,14.2318033,"Via Mario Fiore, 6 80129 Napoli NA Italia",A.O.R.N. Santobono-Pausilipon - Ospedale Santobono,2021-04-14T17:56:22.759Z,2021-04-14T19:56:43.978Z,2021-04-14,rad
40.848998,14.2318033,"Via Mario Fiore, 6 80129 Napoli NA Italia",A.O.R.N. Santobono-Pausilipon - Ospedale Santobono,2021-04-15T14:36:13.356Z,2021-04-15T19:02:29.642Z,2021-04-15,rad
40.848998,14.2318033,"Via Mario Fiore, 6 80129 Napoli NA Italia",A.O.R.N. Santobono-Pausilipon - Ospedale Santobono,2021-04-16T14:33:13.042Z,2021-04-16T18:57:42.844Z,2021-04-16,rad
40.8494951,14.2325856,"Via Guglielmo Sagrera, 11/19 80129 Napoli NA Italia",Viktoria Platz,2021-04-17T16:54:46.314Z,2021-04-17T21:19:24.965Z,2021-04-17,rad
40.8494951,14.2325856,"Via Guglielmo Sagrera, 11/19 80129 Napoli NA Italia",Viktoria Platz,2021-04-18T17:30:44.950Z,2021-04-18T18:47:57.115Z,2021-04-18,rad
40.8427117,14.2299049,"Via Giovanni Merliani, 38 80127 Napoli NA Italia",McDonald's,2021-04-18T19:04:13.082Z,2021-04-18T19:28:30.733Z,2021-04-18,rad
40.8494951,14.2325856,"Via Guglielmo Sagrera, 11/19 80129 Napoli NA Italia",Viktoria Platz,2021-04-18T19:38:41.302Z,2021-04-18T20:27:25.471Z,2021-04-18,rad
40.8345921,14.2423378,"via Santa Caterina a Via Chiaia, 23 80133 Napoli NA Italia",Feltrinelli Bookstores,2021-04-20T13:50:27.054Z,2021-04-20T14:44:00.072Z,2021-04-20,rad
40.8359911,14.2450917,"Via Chiaia, 186 80132 Napoli NA Italia",Fantasia Gelati,2021-04-20T14:48:02.503Z,2021-04-20T15:14:27.464Z,2021-04-20,rad
40.8389353,14.2484814,"Via Toledo, 203 80132 Napoli NA Italia",Nara Camicie,2021-04-20T15:19:30.709Z,2021-04-20T15:24:01.424Z,2021-04-20,rad
40.8414875,14.2509466,"Via Miguel Cervantes de Saavedra, 66 80133 Napoli NA Italia",'O Macarò,2021-04-20T15:44:55.954Z,2021-04-20T15:53:07.725Z,2021-04-20,rad
40.8425585,14.2311576,"Via Domenico Cimarosa, 67 80127 Napoli NA Italia",Jean Claude Paris - Coiffeur et Nails,2021-04-20T16:29:36.672Z,2021-04-20T16:34:35Z,2021-04-20,rad
40.8534101,14.2329176,"Via Giacinto Gigante, 43 80128 Napoli NA Italia","Via Giacinto Gigante, 43",2021-04-20T16:41:12.099Z,2021-04-20T17:21:49.746Z,2021-04-20,rad
40.8494144,14.2278344,Arenella 80128 Napoli NA Italia,Parco Mascagna,2021-04-20T17:31:46.162Z,2021-04-20T18:12:31.070Z,2021-04-20,rad
40.8534101,14.2329176,"Via Giacinto Gigante, 43 80128 Napoli NA Italia","Via Giacinto Gigante, 43",2021-04-20T18:26:46.419Z,2021-04-20T18:36:53.261Z,2021-04-20,rad
